Tme,wtemp_C,wtrhgt__2_mm,wtrhgt__3_mm
9/8/2020 21:20,-0.7,-19,-19
9/8/2020 21:30,-0.6,-19,-19
9/8/2020 21:40,-0.6,-19,-19
9/8/2020 21:50,-0.8,-19,-19
9/8/2020 22:00,-0.8,-19,-19
9/8/2020 22:10,-0.8,-18,-19
9/8/2020 22:20,-0.9,-19,-19
9/8/2020 22:30,-0.9,-19,-19
9/8/2020 22:40,-1,-19,-19
9/8/2020 22:50,-1.1,-20,-19
9/8/2020 23:00,-1.1,-19,-19
9/8/2020 23:10,-1.2,-19,-19
9/8/2020 23:20,-1.2,-19,-19
9/8/2020 23:30,-1.4,-20,-19
9/8/2020 23:40,-1.5,-18,-19
9/8/2020 23:50,-1.5,-19,-19
9/9/2020 0:00,-1.5,-19,-19
9/9/2020 0:10,-1.5,-19,-19
9/9/2020 0:20,-1.5,-19,-19
9/9/2020 0:30,-1.6,-19,-19
9/9/2020 0:40,-1.6,-19,-19
9/9/2020 0:50,-1.5,-19,-19
9/9/2020 1:00,-1.5,-19,-19
9/9/2020 1:10,-1.5,-19,-19
9/9/2020 1:20,-1.5,-19,-19
9/9/2020 1:30,-1.5,-19,-19
9/9/2020 1:40,-1.4,-19,-19
9/9/2020 1:50,-1.4,-19,-19
9/9/2020 2:00,-1.4,-19,-19
9/9/2020 2:10,-1.5,-19,-19
9/9/2020 2:20,-1.5,-19,-19
9/9/2020 2:30,-1.3,-19,-19
9/9/2020 2:40,-1.3,-20,-19
9/9/2020 2:50,-1.3,-19,-19
9/9/2020 3:00,-1.3,-19,-19
9/9/2020 3:10,-1.4,-19,-19
9/9/2020 3:20,-1.4,-19,-19
9/9/2020 3:30,-1.4,-19,-19
9/9/2020 3:40,-1.3,-20,-19
9/9/2020 3:50,-1.2,-20,-19
9/9/2020 4:00,-1.2,-20,-19
9/9/2020 4:10,-1.3,-18,-19
9/9/2020 4:20,-1.3,-19,-19
9/9/2020 4:30,-1.3,-20,-19
9/9/2020 4:40,-1.2,-20,-19
9/9/2020 4:50,-1.2,-19,-19
9/9/2020 5:00,-1.3,-19,-19
9/9/2020 5:10,-1.2,-19,-19
9/9/2020 5:20,-1.2,-19,-19
9/9/2020 5:30,-1.1,-19,-19
9/9/2020 5:40,-1.1,-19,-19
9/9/2020 5:50,-1,-20,-19
9/9/2020 6:00,-1,-19,-19
9/9/2020 6:10,-0.9,-19,-19
9/9/2020 6:20,-1,-19,-19
9/9/2020 6:30,-0.9,-19,-19
9/9/2020 6:40,-0.9,-19,-19
9/9/2020 6:50,-0.9,-20,-19
9/9/2020 7:00,-0.9,-20,-19
9/9/2020 7:10,-0.8,-19,-19
9/9/2020 7:20,-0.8,-19,-19
9/9/2020 7:30,-0.8,-19,-19
9/9/2020 7:40,-0.8,-19,-19
9/9/2020 7:50,-0.7,-19,-19
9/9/2020 8:00,-0.6,-19,-19
9/9/2020 8:10,-0.6,-20,-19
9/9/2020 8:20,-0.5,-19,-19
9/9/2020 8:30,-0.4,-19,-19
9/9/2020 8:40,-0.2,-19,-19
9/9/2020 8:50,-0.1,-19,-19
9/9/2020 9:00,0,-19,-19
9/9/2020 9:10,0.2,-20,-19
9/9/2020 9:20,0.2,-19,-19
9/9/2020 9:30,0.4,-19,-19
9/9/2020 9:40,0.5,-19,-19
9/9/2020 9:50,0.5,-19,-19
9/9/2020 10:00,0.8,-19,-19
9/9/2020 10:10,1,-19,-19
9/9/2020 10:20,1.3,-19,-19
9/9/2020 10:30,1.5,-19,-19
9/9/2020 10:40,1.8,-19,-19
9/9/2020 10:50,2,-20,-19
9/9/2020 11:00,2.2,-19,-19
9/9/2020 11:10,2.5,-19,-19
9/9/2020 11:20,3.6,-19,-19
9/9/2020 11:30,3.7,-19,-19
9/9/2020 11:40,3.8,-19,-19
9/9/2020 11:50,4,-19,-19
9/9/2020 12:00,4,-19,-19
9/9/2020 12:10,4.1,-19,-19
9/9/2020 12:20,4.1,-19,-19
9/9/2020 12:30,4.3,-19,-19
9/9/2020 12:40,4.8,-19,-19
9/9/2020 12:50,5,-19,-19
9/9/2020 13:00,5.4,-18,-19
9/9/2020 13:10,5.9,-19,-19
9/9/2020 13:20,5.7,-19,-19
9/9/2020 13:30,5.6,-19,-19
9/9/2020 13:40,5.4,-18,-19
9/9/2020 13:50,5.4,-19,-19
9/9/2020 14:00,5.4,-19,-19
9/9/2020 14:10,5.5,-19,-19
9/9/2020 14:20,5.5,-19,-19
9/9/2020 14:30,5.4,-19,-19
9/9/2020 14:40,5.4,-19,-19
9/9/2020 14:50,5.3,-20,-19
9/9/2020 15:00,5.3,-18,-19
9/9/2020 15:10,5.5,-19,-19
9/9/2020 15:20,5.3,-19,-19
9/9/2020 15:30,5.3,-19,-19
9/9/2020 15:40,5.3,-19,-19
9/9/2020 15:50,5.2,-19,-19
9/9/2020 16:00,5.2,-19,-19
9/9/2020 16:10,5.1,-19,-19
9/9/2020 16:20,4.9,-19,-19
9/9/2020 16:30,4.9,-19,-19
9/9/2020 16:40,5,-19,-19
9/9/2020 16:50,4.8,-19,-19
9/9/2020 17:00,4.6,-19,-19
9/9/2020 17:10,4.5,-19,-19
9/9/2020 17:20,4.5,-19,-19
9/9/2020 17:30,4.5,-19,-19
9/9/2020 17:40,4.4,-19,-19
9/9/2020 17:50,4.3,-19,-19
9/9/2020 18:00,4.3,-19,-19
9/9/2020 18:10,4.3,-19,-19
9/9/2020 18:20,4.2,-20,-19
9/9/2020 18:30,4.2,-19,-19
9/9/2020 18:40,4,-19,-19
9/9/2020 18:50,3.9,-19,-19
9/9/2020 19:00,3.8,-19,-19
9/9/2020 19:10,3.6,-19,-19
9/9/2020 19:20,3.4,-19,-19
9/9/2020 19:30,3.3,-19,-19
9/9/2020 19:40,3.1,-19,-19
9/9/2020 19:50,2.9,-19,-19
9/9/2020 20:00,2.8,-19,-19
9/9/2020 20:10,2.7,-19,-19
9/9/2020 20:20,2.6,-19,-19
9/9/2020 20:30,2.5,-19,-19
9/9/2020 20:40,2.5,-19,-19
9/9/2020 20:50,2.3,-19,-19
9/9/2020 21:00,2.2,-19,-19
9/9/2020 21:10,2.1,-19,-19
9/9/2020 21:20,1.9,-19,-19
9/9/2020 21:30,1.6,-19,-19
9/9/2020 21:40,1.5,-19,-19
9/9/2020 21:50,1.4,-19,-19
9/9/2020 22:00,1.3,-19,-19
9/9/2020 22:10,1.2,-19,-19
9/9/2020 22:20,1.2,-19,-19
9/9/2020 22:30,1.1,-19,-19
9/9/2020 22:40,1.1,-19,-19
9/9/2020 22:50,1,-19,-19
9/9/2020 23:00,0.9,-19,-19
9/9/2020 23:10,0.9,-20,-19
9/9/2020 23:20,0.9,-19,-19
9/9/2020 23:30,0.9,-19,-19
9/9/2020 23:40,0.9,-19,-19
9/9/2020 23:50,0.8,-19,-19
9/10/2020 0:00,0.7,-19,-19
9/10/2020 0:10,0.7,-19,-19
9/10/2020 0:20,0.7,-19,-19
9/10/2020 0:30,0.7,-19,-19
9/10/2020 0:40,0.6,-19,-19
9/10/2020 0:50,0.6,-19,-19
9/10/2020 1:00,0.6,-19,-19
9/10/2020 1:10,0.5,-19,-19
9/10/2020 1:20,0.6,-19,-19
9/10/2020 1:30,0.7,-19,-19
9/10/2020 1:40,0.8,-19,-19
9/10/2020 1:50,0.8,-19,-19
9/10/2020 2:00,0.8,-19,-19
9/10/2020 2:10,0.8,-19,-19
9/10/2020 2:20,0.8,-19,-19
9/10/2020 2:30,0.9,-19,-19
9/10/2020 2:40,0.9,-19,-19
9/10/2020 2:50,1,-19,-19
9/10/2020 3:00,1.1,-19,-19
9/10/2020 3:10,1.2,-19,-19
9/10/2020 3:20,1.3,-19,-19
9/10/2020 3:30,1.3,-19,-19
9/10/2020 3:40,1.3,-19,-19
9/10/2020 3:50,1.3,-19,-19
9/10/2020 4:00,1.4,-19,-19
9/10/2020 4:10,1.5,-19,-19
9/10/2020 4:20,1.4,-19,-19
9/10/2020 4:30,1.4,-19,-19
9/10/2020 4:40,1.4,-19,-19
9/10/2020 4:50,1.3,-19,-19
9/10/2020 5:00,1.3,-19,-19
9/10/2020 5:10,1.3,-19,-19
9/10/2020 5:20,1.3,-19,-19
9/10/2020 5:30,1.2,-19,-19
9/10/2020 5:40,1.1,-19,-19
9/10/2020 5:50,1,-19,-19
9/10/2020 6:00,1,-19,-19
9/10/2020 6:10,1.1,-18,-19
9/10/2020 6:20,1.1,-19,-19
9/10/2020 6:30,1.2,-19,-19
9/10/2020 6:40,1.2,-19,-19
9/10/2020 6:50,1.2,-19,-19
9/10/2020 7:00,1.2,-18,-19
9/10/2020 7:10,1.3,-19,-19
9/10/2020 7:20,1.5,-19,-19
9/10/2020 7:30,1.5,-19,-19
9/10/2020 7:40,1.5,-19,-19
9/10/2020 7:50,1.6,-18,-19
9/10/2020 8:00,1.7,-19,-19
9/10/2020 8:10,1.9,-19,-19
9/10/2020 8:20,2.1,-19,-19
9/10/2020 8:30,2.2,-19,-19
9/10/2020 8:40,2.2,-19,-19
9/10/2020 8:50,2.4,-19,-19
9/10/2020 9:00,2.5,-19,-19
9/10/2020 9:10,2.6,-19,-19
9/10/2020 9:20,2.7,-19,-19
9/10/2020 9:30,3.3,-19,-19
9/10/2020 9:40,4.1,-19,-19
9/10/2020 9:50,4.4,-19,-19
9/10/2020 10:00,4.4,-19,-19
9/10/2020 10:10,4.6,-19,-19
9/10/2020 10:20,4.7,-19,-19
9/10/2020 10:30,4.8,-19,-19
9/10/2020 10:40,4.8,-19,-19
9/10/2020 10:50,4.9,-19,-19
9/10/2020 11:00,5.1,-19,-19
9/10/2020 11:10,5.6,-19,-19
9/10/2020 11:20,6.3,-19,-19
9/10/2020 11:30,6.3,-19,-19
9/10/2020 11:40,6,-20,-19
9/10/2020 11:50,6.1,-20,-19
9/10/2020 12:00,6.2,-19,-19
9/10/2020 12:10,6.2,-19,-19
9/10/2020 12:20,6.2,-19,-19
9/10/2020 12:30,6.4,-19,-19
9/10/2020 12:40,6.6,-19,-19
9/10/2020 12:50,6.6,-19,-19
9/10/2020 13:00,6.4,-19,-19
9/10/2020 13:10,6.5,-19,-19
9/10/2020 13:20,6.9,-19,-19
9/10/2020 13:30,7.1,-19,-19
9/10/2020 13:40,6.9,-19,-19
9/10/2020 13:50,6.7,-19,-19
9/10/2020 14:00,6.7,-19,-19
9/10/2020 14:10,6.6,-19,-19
9/10/2020 14:20,6.2,-19,-19
9/10/2020 14:30,6,-19,-19
9/10/2020 14:40,6.1,-19,-19
9/10/2020 14:50,6.1,-19,-19
9/10/2020 15:00,6,-19,-19
9/10/2020 15:10,5.9,-19,-19
9/10/2020 15:20,5.8,-19,-19
9/10/2020 15:30,5.8,-19,-19
9/10/2020 15:40,5.8,-19,-19
9/10/2020 15:50,5.8,-19,-19
9/10/2020 16:00,6,-19,-19
9/10/2020 16:10,6.2,-19,-19
9/10/2020 16:20,6.2,-19,-19
9/10/2020 16:30,6.1,-18,-19
9/10/2020 16:40,6,-18,-19
9/10/2020 16:50,5.8,-19,-19
9/10/2020 17:00,5.4,-18,-19
9/10/2020 17:10,3.7,-17,-18
9/10/2020 17:20,2.4,-17,-17
9/10/2020 17:30,1.9,-16,-17
9/10/2020 17:40,1.8,-16,-16
9/10/2020 17:50,1.6,-15,-16
9/10/2020 18:00,1.6,-14,-15
9/10/2020 18:10,1.5,-13,-14
9/10/2020 18:20,1.5,-14,-14
9/10/2020 18:30,1.6,-15,-14
9/10/2020 18:40,1.6,-14,-14
9/10/2020 18:50,1.5,-12,-13
9/10/2020 19:00,1.4,-12,-13
9/10/2020 19:10,1.2,-13,-13
9/10/2020 19:20,1.2,-13,-13
9/10/2020 19:30,1.1,-15,-14
9/10/2020 19:40,1,-13,-14
9/10/2020 19:50,0.9,-14,-14
9/10/2020 20:00,0.8,-14,-15
9/10/2020 20:10,0.8,-14,-14
9/10/2020 20:20,0.7,-13,-14
9/10/2020 20:30,0.7,-14,-14
9/10/2020 20:40,0.7,-15,-14
9/10/2020 20:50,0.8,-16,-15
9/10/2020 21:00,0.8,-16,-15
9/10/2020 21:10,0.8,-15,-15
9/10/2020 21:20,0.8,-15,-15
9/10/2020 21:30,0.9,-15,-15
9/10/2020 21:40,0.9,-15,-15
9/10/2020 21:50,0.9,-15,-15
9/10/2020 22:00,0.9,-15,-15
9/10/2020 22:10,0.9,-16,-15
9/10/2020 22:20,0.9,-14,-16
9/10/2020 22:30,1,-18,-16
9/10/2020 22:40,1.1,-16,-16
9/10/2020 22:50,1.1,-17,-16
9/10/2020 23:00,1.1,-15,-16
9/10/2020 23:10,1.1,-16,-16
9/10/2020 23:20,1.1,-16,-16
9/10/2020 23:30,1.1,-18,-16
9/10/2020 23:40,1.1,-16,-16
9/10/2020 23:50,1.1,-17,-16
9/11/2020 0:00,1.1,-16,-17
9/11/2020 0:10,1.2,-16,-16
9/11/2020 0:20,1.2,-17,-17
9/11/2020 0:30,1.2,-17,-17
9/11/2020 0:40,1.2,-17,-17
9/11/2020 0:50,1.2,-17,-17
9/11/2020 1:00,1.2,-17,-17
9/11/2020 1:10,1.2,-17,-17
9/11/2020 1:20,1.2,-18,-17
9/11/2020 1:30,1.2,-18,-17
9/11/2020 1:40,1.3,-17,-17
9/11/2020 1:50,1.4,-18,-17
9/11/2020 2:00,1.3,-16,-17
9/11/2020 2:10,1.4,-16,-17
9/11/2020 2:20,1.4,-17,-17
9/11/2020 2:30,1.4,-17,-17
9/11/2020 2:40,1.3,-17,-17
9/11/2020 2:50,1.2,-18,-17
9/11/2020 3:00,1.3,-17,-17
9/11/2020 3:10,1.3,-15,-16
9/11/2020 3:20,1.4,-16,-16
9/11/2020 3:30,1.4,-17,-17
9/11/2020 3:40,1.3,-18,-17
9/11/2020 3:50,1.3,-17,-17
9/11/2020 4:00,1.3,-17,-17
9/11/2020 4:10,1.3,-18,-17
9/11/2020 4:20,1.4,-18,-17
9/11/2020 4:30,1.4,-18,-17
9/11/2020 4:40,1.4,-17,-17
9/11/2020 4:50,1.4,-16,-17
9/11/2020 5:00,1.5,-16,-17
9/11/2020 5:10,1.5,-16,-17
9/11/2020 5:20,1.5,-17,-17
9/11/2020 5:30,1.4,-17,-17
9/11/2020 5:40,1.4,-18,-17
9/11/2020 5:50,1.5,-17,-17
9/11/2020 6:00,1.5,-18,-17
9/11/2020 6:10,1.5,-17,-17
9/11/2020 6:20,1.5,-16,-17
9/11/2020 6:30,1.5,-18,-17
9/11/2020 6:40,1.4,-18,-17
9/11/2020 6:50,1.3,-18,-17
9/11/2020 7:00,1.3,-17,-17
9/11/2020 7:10,1.3,-18,-18
9/11/2020 7:20,1.3,-18,-17
9/11/2020 7:30,1.3,-18,-17
9/11/2020 7:40,1.4,-17,-17
9/11/2020 7:50,1.4,-17,-17
9/11/2020 8:00,1.4,-17,-17
9/11/2020 8:10,1.4,-17,-17
9/11/2020 8:20,1.5,-18,-18
9/11/2020 8:30,1.5,-16,-17
9/11/2020 8:40,1.5,-17,-18
9/11/2020 8:50,1.5,-16,-18
9/11/2020 9:00,1.6,-18,-17
9/11/2020 9:10,1.7,-17,-18
9/11/2020 9:20,1.8,-17,-18
9/11/2020 9:30,1.8,-17,-18
9/11/2020 9:40,1.8,-17,-17
9/11/2020 9:50,1.8,-17,-17
9/11/2020 10:00,1.8,-18,-17
9/11/2020 10:10,1.9,-18,-17
9/11/2020 10:20,1.9,-16,-17
9/11/2020 10:30,2,-17,-17
9/11/2020 10:40,2,-16,-17
9/11/2020 10:50,1.9,-15,-16
9/11/2020 11:00,1.9,-16,-16
9/11/2020 11:10,2,-16,-15
9/11/2020 11:20,2,-16,-15
9/11/2020 11:30,2.1,-15,-15
9/11/2020 11:40,2.2,-15,-15
9/11/2020 11:50,2.2,-15,-15
9/11/2020 12:00,2.3,-16,-15
9/11/2020 12:10,2.4,-16,-16
9/11/2020 12:20,2.3,-20,-18
9/11/2020 12:30,2.3,-20,-19
9/11/2020 12:40,2.5,-18,-19
9/11/2020 12:50,2.8,-18,-19
9/11/2020 13:00,2.7,-17,-18
9/11/2020 13:10,2.8,-17,-18
9/11/2020 13:20,2.8,-16,-16
9/11/2020 13:30,2.9,-15,-16
9/11/2020 13:40,3,-16,-15
9/11/2020 13:50,3.1,-15,-15
9/11/2020 14:00,3.2,-13,-14
9/11/2020 14:10,3.1,-14,-14
9/11/2020 14:20,3.1,-14,-13
9/11/2020 14:30,3.1,-13,-13
9/11/2020 14:40,3.2,-13,-13
9/11/2020 14:50,3.2,-13,-13
9/11/2020 15:00,3.3,-13,-13
9/11/2020 15:10,3.3,-13,-13
9/11/2020 15:20,3.3,-13,-13
9/11/2020 15:30,3.4,-12,-12
9/11/2020 15:40,3.3,-12,-12
9/11/2020 15:50,3.2,-11,-12
9/11/2020 16:00,3.2,-12,-12
9/11/2020 16:10,3.1,-12,-12
9/11/2020 16:20,3,-12,-12
9/11/2020 16:30,3,-12,-12
9/11/2020 16:40,3,-12,-12
9/11/2020 16:50,3,-13,-12
9/11/2020 17:00,2.9,-14,-12
9/11/2020 17:10,2.9,-12,-13
9/11/2020 17:20,2.9,-13,-13
9/11/2020 17:30,2.8,-13,-13
9/11/2020 17:40,2.8,-13,-13
9/11/2020 17:50,2.7,-13,-13
9/11/2020 18:00,2.7,-14,-13
9/11/2020 18:10,2.6,-14,-14
9/11/2020 18:20,2.6,-14,-14
9/11/2020 18:30,2.6,-14,-14
9/11/2020 18:40,2.5,-14,-14
9/11/2020 18:50,2.5,-14,-14
9/11/2020 19:00,2.5,-14,-14
9/11/2020 19:10,2.4,-13,-14
9/11/2020 19:20,2.4,-14,-14
9/11/2020 19:30,2.4,-14,-14
9/11/2020 19:40,2.3,-15,-14
9/11/2020 19:50,2.3,-14,-15
9/11/2020 20:00,2.3,-14,-14
9/11/2020 20:10,2.2,-14,-14
9/11/2020 20:20,2.2,-15,-14
9/11/2020 20:30,2.2,-14,-14
9/11/2020 20:40,2.2,-15,-15
9/11/2020 20:50,2.1,-15,-15
9/11/2020 21:00,2.1,-16,-15
9/11/2020 21:10,2,-15,-15
9/11/2020 21:20,2,-14,-15
9/11/2020 21:30,2,-15,-15
9/11/2020 21:40,2,-15,-15
9/11/2020 21:50,2,-14,-15
9/11/2020 22:00,2,-16,-15
9/11/2020 22:10,2,-15,-15
9/11/2020 22:20,2,-16,-15
9/11/2020 22:30,1.9,-16,-15
9/11/2020 22:40,1.9,-14,-15
9/11/2020 22:50,1.9,-15,-15
9/11/2020 23:00,1.9,-15,-15
9/11/2020 23:10,1.9,-16,-15
9/11/2020 23:20,1.9,-16,-16
9/11/2020 23:30,1.9,-15,-15
9/11/2020 23:40,1.9,-16,-16
9/11/2020 23:50,1.8,-15,-15
9/12/2020 0:00,1.8,-16,-16
9/12/2020 0:10,1.8,-15,-15
9/12/2020 0:20,1.8,-15,-15
9/12/2020 0:30,1.7,-16,-15
9/12/2020 0:40,1.7,-16,-16
9/12/2020 0:50,1.6,-16,-16
9/12/2020 1:00,1.6,-17,-16
9/12/2020 1:10,1.6,-17,-16
9/12/2020 1:20,1.5,-16,-16
9/12/2020 1:30,1.5,-16,-16
9/12/2020 1:40,1.5,-16,-16
9/12/2020 1:50,1.5,-16,-16
9/12/2020 2:00,1.5,-16,-16
9/12/2020 2:10,1.4,-17,-16
9/12/2020 2:20,1.4,-16,-16
9/12/2020 2:30,1.4,-16,-16
9/12/2020 2:40,1.3,-17,-17
9/12/2020 2:50,1.3,-17,-17
9/12/2020 3:00,1.3,-16,-16
9/12/2020 3:10,1.3,-17,-17
9/12/2020 3:20,1.3,-18,-17
9/12/2020 3:30,1.3,-17,-17
9/12/2020 3:40,1.3,-17,-17
9/12/2020 3:50,1.3,-16,-17
9/12/2020 4:00,1.3,-16,-17
9/12/2020 4:10,1.3,-18,-17
9/12/2020 4:20,1.3,-17,-17
9/12/2020 4:30,1.2,-17,-17
9/12/2020 4:40,1.2,-18,-17
9/12/2020 4:50,1.2,-18,-17
9/12/2020 5:00,1.2,-17,-17
9/12/2020 5:10,1.2,-18,-17
9/12/2020 5:20,1.1,-17,-17
9/12/2020 5:30,1.1,-17,-18
9/12/2020 5:40,1.1,-16,-17
9/12/2020 5:50,1.1,-17,-17
9/12/2020 6:00,1.1,-17,-17
9/12/2020 6:10,1.1,-17,-18
9/12/2020 6:20,1,-17,-18
9/12/2020 6:30,1,-18,-18
9/12/2020 6:40,1,-18,-18
9/12/2020 6:50,1,-17,-18
9/12/2020 7:00,1,-17,-17
9/12/2020 7:10,1,-18,-17
9/12/2020 7:20,1,-18,-18
9/12/2020 7:30,1.1,-18,-18
9/12/2020 7:40,1.1,-18,-18
9/12/2020 7:50,1.2,-16,-18
9/12/2020 8:00,1.3,-18,-18
9/12/2020 8:10,1.4,-17,-18
9/12/2020 8:20,1.5,-18,-18
9/12/2020 8:30,1.5,-18,-18
9/12/2020 8:40,1.5,-18,-18
9/12/2020 8:50,1.6,-18,-18
9/12/2020 9:00,1.6,-18,-18
9/12/2020 9:10,1.6,-18,-18
9/12/2020 9:20,1.6,-17,-17
9/12/2020 9:30,1.7,-17,-17
9/12/2020 9:40,1.7,-18,-18
9/12/2020 9:50,1.8,-18,-18
9/12/2020 10:00,1.9,-17,-17
9/12/2020 10:10,2,-18,-18
9/12/2020 10:20,2.1,-17,-17
9/12/2020 10:30,2.2,-17,-18
9/12/2020 10:40,2.4,-18,-17
9/12/2020 10:50,2.6,-18,-17
9/12/2020 11:00,2.7,-19,-17
9/12/2020 11:10,3,-17,-17
9/12/2020 11:20,3.7,-17,-17
9/12/2020 11:30,3.6,-16,-17
9/12/2020 11:40,3.6,-17,-17
9/12/2020 11:50,3.9,-16,-17
9/12/2020 12:00,4,-17,-16
9/12/2020 12:10,4.4,-17,-16
9/12/2020 12:20,4.2,-16,-16
9/12/2020 12:30,4.3,-16,-16
9/12/2020 12:40,4.4,-15,-15
9/12/2020 12:50,5.1,-15,-15
9/12/2020 13:00,4.7,-15,-15
9/12/2020 13:10,4.9,-15,-15
9/12/2020 13:20,5.1,-14,-15
9/12/2020 13:30,5.1,-14,-15
9/12/2020 13:40,5.6,-14,-14
9/12/2020 13:50,5.7,-15,-14
9/12/2020 14:00,5.5,-13,-14
9/12/2020 14:10,5.5,-14,-14
9/12/2020 14:20,5.6,-13,-14
9/12/2020 14:30,5.4,-13,-14
9/12/2020 14:40,5.4,-13,-13
9/12/2020 14:50,5.6,-14,-14
9/12/2020 15:00,5.3,-13,-14
9/12/2020 15:10,5.2,-13,-13
9/12/2020 15:20,5.2,-14,-14
9/12/2020 15:30,5.3,-14,-14
9/12/2020 15:40,5.1,-13,-13
9/12/2020 15:50,5.1,-14,-13
9/12/2020 16:00,5.1,-12,-13
9/12/2020 16:10,5.1,-14,-14
9/12/2020 16:20,5,-14,-14
9/12/2020 16:30,4.9,-14,-13
9/12/2020 16:40,4.8,-13,-13
9/12/2020 16:50,4.8,-13,-13
9/12/2020 17:00,4.7,-13,-14
9/12/2020 17:10,4.6,-14,-14
9/12/2020 17:20,4.5,-14,-14
9/12/2020 17:30,4.5,-14,-14
9/12/2020 17:40,4.4,-14,-14
9/12/2020 17:50,4.3,-13,-14
9/12/2020 18:00,4.2,-13,-14
9/12/2020 18:10,4.1,-14,-14
9/12/2020 18:20,4,-14,-13
9/12/2020 18:30,3.8,-14,-14
9/12/2020 18:40,3.8,-13,-14
9/12/2020 18:50,3.8,-14,-14
9/12/2020 19:00,3.7,-14,-14
9/12/2020 19:10,3.6,-14,-14
9/12/2020 19:20,3.6,-14,-14
9/12/2020 19:30,3.5,-14,-14
9/12/2020 19:40,3.4,-14,-14
9/12/2020 19:50,3.3,-15,-15
9/12/2020 20:00,3.3,-14,-14
9/12/2020 20:10,3.2,-15,-14
9/12/2020 20:20,3.2,-14,-14
9/12/2020 20:30,3.1,-16,-15
9/12/2020 20:40,3.1,-15,-15
9/12/2020 20:50,3,-14,-15
9/12/2020 21:00,3,-14,-14
9/12/2020 21:10,2.9,-15,-14
9/12/2020 21:20,2.9,-16,-15
9/12/2020 21:30,2.9,-15,-15
9/12/2020 21:40,2.8,-15,-15
9/12/2020 21:50,2.8,-14,-15
9/12/2020 22:00,2.7,-15,-15
9/12/2020 22:10,2.7,-16,-15
9/12/2020 22:20,2.6,-15,-15
9/12/2020 22:30,2.6,-14,-15
9/12/2020 22:40,2.6,-14,-15
9/12/2020 22:50,2.5,-15,-15
9/12/2020 23:00,2.5,-14,-15
9/12/2020 23:10,2.5,-15,-15
9/12/2020 23:20,2.5,-15,-15
9/12/2020 23:30,2.4,-15,-15
9/12/2020 23:40,2.4,-16,-15
9/12/2020 23:50,2.4,-15,-15
9/13/2020 0:00,2.3,-15,-15
9/13/2020 0:10,2.3,-15,-15
9/13/2020 0:20,2.3,-15,-15
9/13/2020 0:30,2.3,-16,-15
9/13/2020 0:40,2.2,-16,-15
9/13/2020 0:50,2.2,-15,-15
9/13/2020 1:00,2.2,-16,-15
9/13/2020 1:10,2.1,-14,-15
9/13/2020 1:20,2.1,-14,-15
9/13/2020 1:30,2.1,-15,-15
9/13/2020 1:40,2,-16,-16
9/13/2020 1:50,2,-16,-15
9/13/2020 2:00,2,-16,-16
9/13/2020 2:10,1.9,-16,-16
9/13/2020 2:20,1.9,-16,-16
9/13/2020 2:30,1.9,-15,-16
9/13/2020 2:40,1.9,-16,-16
9/13/2020 2:50,1.9,-16,-16
9/13/2020 3:00,1.8,-15,-16
9/13/2020 3:10,1.8,-16,-15
9/13/2020 3:20,1.7,-16,-16
9/13/2020 3:30,1.7,-15,-15
9/13/2020 3:40,1.7,-15,-15
9/13/2020 3:50,1.7,-16,-16
9/13/2020 4:00,1.7,-16,-16
9/13/2020 4:10,1.6,-15,-16
9/13/2020 4:20,1.6,-16,-16
9/13/2020 4:30,1.6,-15,-16
9/13/2020 4:40,1.6,-17,-16
9/13/2020 4:50,1.5,-15,-16
9/13/2020 5:00,1.5,-16,-16
9/13/2020 5:10,1.5,-14,-16
9/13/2020 5:20,1.5,-16,-16
9/13/2020 5:30,1.4,-16,-16
9/13/2020 5:40,1.4,-16,-16
9/13/2020 5:50,1.4,-16,-16
9/13/2020 6:00,1.4,-15,-16
9/13/2020 6:10,1.4,-16,-16
9/13/2020 6:20,1.3,-16,-16
9/13/2020 6:30,1.3,-16,-16
9/13/2020 6:40,1.3,-16,-16
9/13/2020 6:50,1.3,-16,-16
9/13/2020 7:00,1.3,-16,-16
9/13/2020 7:10,1.3,-17,-16
9/13/2020 7:20,1.3,-16,-16
9/13/2020 7:30,1.3,-15,-16
9/13/2020 7:40,1.4,-16,-16
9/13/2020 7:50,1.5,-16,-16
9/13/2020 8:00,1.6,-17,-16
9/13/2020 8:10,1.8,-16,-16
9/13/2020 8:20,1.9,-16,-16
9/13/2020 8:30,2,-16,-16
9/13/2020 8:40,2.1,-17,-16
9/13/2020 8:50,2.2,-16,-16
9/13/2020 9:00,2.3,-16,-16
9/13/2020 9:10,2.4,-16,-16
9/13/2020 9:20,2.5,-17,-17
9/13/2020 9:30,2.6,-17,-16
9/13/2020 9:40,2.8,-17,-16
9/13/2020 9:50,2.9,-17,-16
9/13/2020 10:00,3.1,-17,-16
9/13/2020 10:10,3.2,-17,-16
9/13/2020 10:20,3.4,-16,-16
9/13/2020 10:30,3.5,-16,-16
9/13/2020 10:40,3.7,-17,-17
9/13/2020 10:50,3.9,-17,-16
9/13/2020 11:00,4.2,-16,-17
9/13/2020 11:10,4.8,-17,-17
9/13/2020 11:20,5.9,-19,-18
9/13/2020 11:30,5.9,-17,-18
9/13/2020 11:40,6.2,-17,-18
9/13/2020 11:50,6.4,-17,-17
9/13/2020 12:00,6.3,-19,-17
9/13/2020 12:10,6.7,-18,-17
9/13/2020 12:20,7.2,-18,-18
