sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
5836,15/06/2021 02:10:00,4.6,-52,-52
5837,15/06/2021 02:20:00,4.6,-52,-52
5838,15/06/2021 02:30:00,4.6,-52,-52
5839,15/06/2021 02:40:00,4.6,-52,-52
5840,15/06/2021 02:50:00,4.6,-52,-52
5841,15/06/2021 03:00:00,4.6,-52,-52
5842,15/06/2021 03:10:00,4.6,-52,-52
5843,15/06/2021 03:20:00,4.6,-52,-52
5844,15/06/2021 03:30:00,4.6,-52,-52
5845,15/06/2021 03:40:00,4.6,-52,-52
5846,15/06/2021 03:50:00,4.6,-52,-52
5847,15/06/2021 04:00:00,4.6,-52,-52
5848,15/06/2021 04:10:00,4.6,-52,-52
5849,15/06/2021 04:20:00,4.6,-52,-52
5850,15/06/2021 04:30:00,4.6,-52,-52
5851,15/06/2021 04:40:00,4.6,-52,-52
5852,15/06/2021 04:50:00,4.6,-52,-52
5853,15/06/2021 05:00:00,4.6,-52,-52
5854,15/06/2021 05:10:00,4.6,-52,-52
5855,15/06/2021 05:20:00,4.6,-52,-52
5856,15/06/2021 05:30:00,4.6,-52,-52
5857,15/06/2021 05:40:00,4.6,-52,-52
5858,15/06/2021 05:50:00,4.6,-52,-52
5859,15/06/2021 06:00:00,4.6,-52,-52
5860,15/06/2021 06:10:00,4.6,-52,-52
5861,15/06/2021 06:20:00,4.6,-52,-52
5862,15/06/2021 06:30:00,4.6,-52,-52
5863,15/06/2021 06:40:00,4.6,-52,-52
5864,15/06/2021 06:50:00,4.7,-52,-52
5865,15/06/2021 07:00:00,4.7,-52,-52
5866,15/06/2021 07:10:00,4.7,-52,-52
5867,15/06/2021 07:20:00,4.7,-52,-52
5868,15/06/2021 07:30:00,4.7,-52,-52
5869,15/06/2021 07:40:00,4.7,-52,-52
5870,15/06/2021 07:50:00,4.7,-52,-52
5871,15/06/2021 08:00:00,4.7,-52,-52
5872,15/06/2021 08:10:00,4.7,-52,-52
5873,15/06/2021 08:20:00,4.7,-52,-52
5874,15/06/2021 08:30:00,4.7,-52,-52
5875,15/06/2021 08:40:00,4.7,-52,-52
5876,15/06/2021 08:50:00,4.7,-52,-52
5877,15/06/2021 09:00:00,4.7,-52,-52
5878,15/06/2021 09:10:00,4.7,-52,-52
5879,15/06/2021 09:20:00,4.7,-52,-52
5880,15/06/2021 09:30:00,4.7,-52,-52
5881,15/06/2021 09:40:00,4.7,-52,-52
